Date,Time,CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Hour,Month
2004-05-20,17.00.00,3.5,1401.0,21.7,1342.0,192.0,663.0,148.0,1959.0,1267.0,31.2,20.3,0.9064,17,5
2004-05-20,18.00.00,4.1,1401.0,23.7,1396.0,231.0,645.0,168.0,2009.0,1402.0,27.7,24.8,0.9106,18,5
2004-05-20,19.00.00,4.4,1444.0,22.1,1354.0,248.0,655.0,172.0,1956.0,1437.0,25.7,27.9,0.9079999999999999,19,5
2004-05-20,20.00.00,4.5,1379.0,20.6,1312.0,267.0,683.0,179.0,1870.0,1382.0,24.1,29.9,0.8879,20,5
2004-05-20,21.00.00,2.9,1251.0,13.4,1097.0,181.0,771.0,143.0,1680.0,1280.0,22.2,34.4,0.9072,21,5
2004-05-20,22.00.00,2.6,1269.0,12.8,1077.0,163.0,773.0,137.0,1706.0,1250.0,20.7,38.0,0.9149,22,5
2004-05-20,23.00.00,2.1,1242.0,12.3,1060.0,141.0,745.0,117.0,1693.0,1359.0,20.2,42.8,0.9983,23,5
2004-05-21,00.00.00,1.2,1045.0,6.8,850.0,78.0,889.0,93.0,1506.0,1102.0,20.5,42.0,1.0004,0,5
2004-05-21,01.00.00,0.6,937.0,3.8,698.0,42.0,1039.0,64.0,1382.0,768.0,20.1,42.0,0.9763,1,5
2004-05-21,02.00.00,0.3,875.0,2.5,622.0,35.0,1167.0,58.0,1331.0,656.0,20.0,41.5,0.9571,2,5
2004-05-21,03.00.00,0.3,889.0,2.7,633.0,112.43561076604547,1123.0,73.55424430641818,1344.0,683.0,16.3,51.6,0.9461,3,5
2004-05-21,04.00.00,0.7208907570814365,888.0,2.8,640.0,33.0,1089.0,47.0,1330.0,670.0,16.5,50.2,0.932,4,5
2004-05-21,05.00.00,0.3,881.0,2.6,624.0,38.0,1135.0,47.0,1319.0,656.0,16.4,50.2,0.9309999999999999,5,5
2004-05-21,06.00.00,0.7,998.0,7.0,856.0,65.0,894.0,62.0,1488.0,926.0,14.9,54.7,0.9203,6,5
2004-05-21,07.00.00,4.2,1517.0,26.2,1460.0,296.0,551.0,113.0,2205.0,1677.0,16.4,51.3,0.9474,7,5
2004-05-21,08.00.00,4.8,1522.0,28.2,1509.0,303.0,543.0,126.0,2275.0,1828.0,18.2,46.2,0.9575,8,5
2004-05-21,09.00.00,3.4,1417.0,20.2,1303.0,244.0,635.0,139.0,1964.0,1752.0,20.7,40.0,0.9639,9,5
2004-05-21,10.00.00,2.8,1329.0,17.1,1214.0,216.0,700.0,148.0,1845.0,1581.0,26.5,27.0,0.9217,10,5
2004-05-21,11.00.00,1.8,1203.0,11.2,1023.0,137.0,825.0,117.0,1622.0,1132.0,28.5,23.8,0.915,11,5
2004-05-21,12.00.00,1.9,1234.0,11.6,1037.0,120.0,788.0,106.0,1658.0,1037.0,29.7,23.7,0.9714,12,5
2004-05-21,13.00.00,2.0,1286.0,13.2,1090.0,100.0,750.0,98.0,1719.0,1023.0,31.7,21.7,0.9966,13,5
2004-05-21,14.00.00,1.9,1298.0,12.7,1075.0,103.0,749.0,98.0,1690.0,1022.0,31.7,21.5,0.9902,14,5
2004-05-21,15.00.00,2.0,1308.0,13.0,1084.0,123.0,757.0,110.0,1724.0,989.0,32.8,19.5,0.9515,15,5
2004-05-21,16.00.00,2.3,1276.0,13.5,1099.0,136.0,783.0,114.0,1680.0,925.0,32.5,18.6,0.8948,16,5
2004-05-21,17.00.00,2.7,1234.0,10.2,985.0,158.0,815.0,122.0,1572.0,795.0,30.2,22.6,0.9524,17,5
2004-05-21,18.00.00,3.6,1419.0,20.1,1300.0,216.0,670.0,155.0,1923.0,1263.0,27.6,25.7,0.9382,18,5
2004-05-21,19.00.00,3.8,1325.0,19.1,1273.0,211.0,716.0,145.0,1815.0,1184.0,25.9,24.9,0.8195,19,5
2004-05-21,20.00.00,3.5,1346.0,17.5,1224.0,202.0,715.0,146.0,1794.0,1272.0,23.9,29.4,0.8589,20,5
2004-05-21,21.00.00,2.5,1241.0,13.8,1110.0,147.0,772.0,130.0,1698.0,1177.0,22.3,32.1,0.8515,21,5
2004-05-21,22.00.00,2.5,1274.0,13.3,1094.0,160.0,771.0,126.0,1682.0,1231.0,20.5,35.9,0.8565,22,5
2004-05-21,23.00.00,3.0,1321.0,14.8,1144.0,162.0,732.0,127.0,1745.0,1243.0,19.8,37.2,0.8509,23,5
2004-05-22,00.00.00,3.7,1424.0,18.0,1240.0,194.0,662.0,126.0,1841.0,1427.0,19.1,41.9,0.9158,0,5
2004-05-22,01.00.00,3.3,1357.0,16.0,1178.0,167.0,674.0,124.0,1782.0,1454.0,17.8,46.1,0.9344,1,5
2004-05-22,02.00.00,1.5,1123.0,9.7,966.0,91.0,770.0,93.0,1594.0,1183.0,17.6,47.6,0.9465,2,5
2004-05-22,03.00.00,0.7,1003.0,6.2,820.0,112.43561076604547,902.0,73.55424430641818,1455.0,908.0,17.9,46.3,0.9394,3,5
2004-05-22,04.00.00,0.7208907570814365,951.0,4.0,713.0,42.0,994.0,58.0,1385.0,821.0,16.9,49.8,0.9544,4,5
2004-05-22,05.00.00,0.5,941.0,3.6,687.0,50.0,1024.0,59.0,1374.0,777.0,15.8,53.8,0.9615,5,5
2004-05-22,06.00.00,0.5,986.0,4.6,745.0,61.0,959.0,66.0,1426.0,888.0,16.5,53.5,0.9928,6,5
2004-05-22,07.00.00,1.2,1153.0,9.2,947.0,107.0,795.0,80.0,1643.0,1076.0,17.2,52.9,1.0276,7,5
2004-05-22,08.00.00,2.2,1323.0,14.6,1137.0,139.0,696.0,94.0,1846.0,1285.0,19.3,48.3,1.0723,8,5
2004-05-22,09.00.00,2.2,1315.0,11.7,1040.0,165.0,743.0,102.0,1740.0,1315.0,20.6,47.1,1.1287,9,5
2004-05-22,10.00.00,2.1,1303.0,11.0,1015.0,139.0,777.0,96.0,1731.0,1250.0,23.7,40.0,1.153,10,5
2004-05-22,11.00.00,1.8,1238.0,11.6,1037.0,113.0,813.0,91.0,1698.0,978.0,25.6,32.5,1.053,11,5
2004-05-22,12.00.00,2.2,1259.0,12.9,1080.0,138.0,772.0,104.0,1736.0,1072.0,27.2,28.1,0.9989,12,5
2004-05-22,13.00.00,2.0,1246.0,12.6,1070.0,104.0,770.0,84.0,1747.0,1064.0,27.9,28.1,1.0394,13,5
2004-05-22,14.00.00,1.4,1154.0,8.3,912.0,78.0,872.0,76.0,1605.0,825.0,28.3,27.8,1.0539,14,5
2004-05-22,15.00.00,1.8,1237.0,10.5,997.0,97.0,800.0,87.0,1688.0,924.0,29.2,27.0,1.081,15,5
2004-05-22,16.00.00,2.1,1315.0,11.7,1041.0,115.0,773.0,101.0,1767.0,966.0,28.9,29.3,1.1503,16,5
2004-05-22,17.00.00,2.8,1466.0,15.8,1174.0,152.0,680.0,115.0,1965.0,1302.0,25.4,39.8,1.2771,17,5
2004-05-22,18.00.00,2.8,1409.0,13.9,1113.0,157.0,710.0,110.0,1850.0,1256.0,25.2,40.1,1.2642,18,5
2004-05-22,19.00.00,2.7,1366.0,15.7,1171.0,132.0,693.0,103.0,1933.0,1068.0,24.5,39.4,1.1963,19,5
2004-05-22,20.00.00,1.8,1241.0,10.9,1011.0,98.0,781.0,90.0,1748.0,1070.0,22.3,45.4,1.2088,20,5
2004-05-22,21.00.00,1.2,1123.0,6.4,832.0,65.0,930.0,68.0,1565.0,792.0,21.2,48.3,1.2034,21,5
2004-05-22,22.00.00,2.6,1321.0,12.7,1075.0,101.0,757.0,85.0,1891.0,1017.0,20.6,50.5,1.2082,22,5
2004-05-22,23.00.00,3.1,1397.0,15.3,1159.0,134.0,681.0,100.0,1949.0,1207.0,20.2,52.9,1.234,23,5
2004-05-23,00.00.00,4.1,1507.0,20.5,1311.0,177.0,608.0,114.0,2107.0,1499.0,19.8,54.5,1.2488,0,5
2004-05-23,01.00.00,3.6,1405.0,15.9,1177.0,179.0,660.0,108.0,1931.0,1474.0,19.5,56.2,1.2624,1,5
2004-05-23,02.00.00,1.9,1192.0,10.4,994.0,105.0,759.0,78.0,1780.0,1163.0,19.0,58.0,1.2581,2,5
2004-05-23,03.00.00,1.9,1199.0,12.6,1070.0,112.43561076604547,671.0,73.55424430641818,1873.0,1189.0,18.1,61.6,1.2679,3,5
2004-05-23,04.00.00,0.7208907570814365,973.0,4.9,761.0,49.0,954.0,55.0,1501.0,815.0,18.0,57.6,1.1788,4,5
2004-05-23,05.00.00,0.3,864.0,2.1,591.0,27.0,1247.0,37.0,1374.0,507.0,17.7,56.0,1.1215,5,5
2004-05-23,06.00.00,0.4,886.0,2.2,598.0,41.0,1257.0,53.0,1374.0,506.0,17.9,52.4,1.0655,6,5
2004-05-23,07.00.00,0.8,988.0,4.0,713.0,78.0,1092.0,79.0,1455.0,716.0,18.9,49.3,1.0668,7,5
2004-05-23,08.00.00,0.8,1008.0,4.3,729.0,68.0,1034.0,65.0,1490.0,795.0,20.0,48.6,1.1199,8,5
2004-05-23,09.00.00,0.8,976.0,3.8,698.0,64.0,1156.0,64.0,1393.0,594.0,20.6,41.2,0.9841,9,5
2004-05-23,10.00.00,0.8,978.0,4.1,718.0,67.0,1137.0,66.0,1392.0,565.0,23.6,34.0,0.9749,10,5
2004-05-23,11.00.00,0.9,987.0,4.5,740.0,54.0,1105.0,53.0,1407.0,523.0,26.7,28.1,0.9688,11,5
2004-05-23,12.00.00,1.2,1030.0,5.3,778.0,67.0,1071.0,69.0,1452.0,591.0,26.8,28.1,0.9785,12,5
2004-05-23,13.00.00,1.0,955.0,4.2,723.0,51.0,1129.0,57.0,1393.0,559.0,27.7,25.8,0.9467,13,5
2004-05-23,14.00.00,0.8,924.0,3.3,673.0,28.0,1247.0,36.0,1346.0,430.0,28.8,22.7,0.8864,14,5
2004-05-23,15.00.00,1.1,1005.0,4.9,758.0,51.0,1091.0,57.0,1434.0,522.0,26.8,27.3,0.9462,15,5
2004-05-23,16.00.00,1.5,1059.0,6.1,816.0,77.0,1023.0,73.0,1468.0,641.0,25.9,28.7,0.9423,16,5
2004-05-23,17.00.00,1.5,1079.0,6.9,851.0,93.0,991.0,81.0,1490.0,738.0,25.8,27.7,0.9076,17,5
2004-05-23,18.00.00,1.4,1070.0,6.8,850.0,94.0,997.0,91.0,1502.0,778.0,24.8,29.5,0.9077,18,5
2004-05-23,19.00.00,1.1,1085.0,5.8,805.0,69.0,972.0,65.0,1528.0,718.0,25.3,36.3,1.1513,19,5
2004-05-23,20.00.00,0.9,1066.0,5.5,787.0,57.0,986.0,56.0,1552.0,689.0,23.9,40.4,1.1787,20,5
2004-05-23,21.00.00,1.0,1094.0,6.1,815.0,74.0,934.0,69.0,1563.0,852.0,21.4,46.6,1.1764,21,5
2004-05-23,22.00.00,1.1,1110.0,6.0,814.0,75.0,948.0,73.0,1571.0,854.0,20.5,49.3,1.173,22,5
2004-05-23,23.00.00,1.0,968.0,4.2,719.0,73.0,1081.0,76.0,1388.0,664.0,19.2,42.3,0.9339,23,5
2004-05-24,00.00.00,0.7,906.0,4.1,714.0,56.0,1163.0,67.0,1351.0,544.0,19.2,37.9,0.8352,0,5
2004-05-24,01.00.00,0.5,849.0,2.4,615.0,31.0,1285.0,44.0,1276.0,461.0,17.2,43.1,0.8394,1,5
2004-05-24,02.00.00,0.2,774.0,1.0,500.0,13.0,1536.0,21.0,1169.0,352.0,15.8,45.2,0.8052,2,5
2004-05-24,03.00.00,0.6363636363636366,746.0,0.6,450.0,112.43561076604547,1807.0,73.55424430641818,1111.0,308.0,15.7,42.3,0.7464,3,5
2004-05-24,04.00.00,0.7208907570814365,753.0,0.5,437.0,14.0,1904.0,19.0,1110.0,301.0,16.3,41.0,0.7513,4,5
2004-05-24,05.00.00,0.1,749.0,0.7,466.0,23.0,1803.0,29.0,1089.0,307.0,16.1,36.5,0.664,5,5
2004-05-24,06.00.00,0.5,864.0,2.8,642.0,72.0,1288.0,69.0,1255.0,441.0,16.5,36.2,0.6752,6,5
2004-05-24,07.00.00,1.6,1002.0,7.8,893.0,165.0,1010.0,111.0,1394.0,775.0,17.5,30.9,0.6111,7,5
2004-05-24,08.00.00,2.0,970.0,9.7,966.0,118.0,944.0,81.0,1379.0,907.0,18.4,24.0,0.5046,8,5
2004-05-24,09.00.00,1.3,898.0,6.9,853.0,85.0,1066.0,56.0,1271.0,763.0,19.2,23.8,0.5235,9,5
2004-05-24,10.00.00,1.0,847.0,5.8,800.0,116.0,1155.0,90.0,1179.0,649.0,21.7,18.1,0.4642,10,5
2004-05-24,11.00.00,0.9,847.0,5.5,788.0,112.0,1203.0,85.0,1162.0,598.0,22.3,17.0,0.4513,11,5
2004-05-24,12.00.00,1.2,871.0,6.8,848.0,100.0,1139.0,83.0,1208.0,579.0,22.8,16.1,0.4404,12,5
2004-05-24,13.00.00,1.3,869.0,7.2,866.0,109.0,1107.0,85.0,1212.0,596.0,23.8,14.5,0.4222,13,5
2004-05-24,14.00.00,1.1,875.0,6.9,854.0,111.0,1160.0,85.0,1200.0,595.0,25.1,13.1,0.4129,14,5
2004-05-24,15.00.00,1.2,895.0,7.5,878.0,109.0,1122.0,81.0,1238.0,607.0,25.8,12.9,0.4219,15,5
2004-05-24,16.00.00,1.4,926.0,7.7,885.0,114.0,1101.0,92.0,1259.0,662.0,25.5,14.0,0.4495,16,5
2004-05-24,17.00.00,2.0,996.0,12.0,1048.0,139.0,959.0,108.0,1397.0,822.0,24.5,15.4,0.4663,17,5
2004-05-24,18.00.00,2.4,997.0,13.5,1100.0,157.0,896.0,106.0,1392.0,987.0,22.6,17.2,0.4656,18,5
2004-05-24,19.00.00,2.1,1006.0,12.0,1048.0,147.0,925.0,114.0,1416.0,966.0,21.2,18.9,0.47100000000000003,19,5
2004-05-24,20.00.00,1.2,895.0,6.7,845.0,102.0,1072.0,96.0,1241.0,763.0,19.1,22.8,0.501,20,5
2004-05-24,21.00.00,0.7,862.0,4.8,751.0,73.0,1154.0,77.0,1213.0,617.0,18.4,24.6,0.5169,21,5
2004-05-24,22.00.00,0.7,858.0,4.8,756.0,65.0,1159.0,73.0,1209.0,564.0,17.3,25.6,0.5032,22,5
2004-05-24,23.00.00,0.8,853.0,5.0,762.0,76.0,1134.0,86.0,1184.0,646.0,16.5,24.9,0.4642,23,5
2004-05-25,00.00.00,0.5,859.0,4.3,727.0,65.0,1120.0,84.0,1187.0,753.0,16.7,28.3,0.5316,0,5
2004-05-25,01.00.00,0.2,837.0,2.7,634.0,41.0,1200.0,56.0,1150.0,669.0,15.5,32.2,0.5641,1,5
2004-05-25,02.00.00,0.7416666666666668,746.0,0.9,493.0,17.0,1522.0,31.0,1063.0,435.0,17.5,29.1,0.5773,2,5
2004-05-25,03.00.00,0.6363636363636366,752.0,1.2,515.0,112.43561076604547,1472.0,73.55424430641818,1068.0,436.0,13.3,35.6,0.5393,3,5
2004-05-25,04.00.00,0.7208907570814365,742.0,0.9,489.0,19.0,1559.0,30.0,1048.0,403.0,14.0,33.7,0.5355,4,5
2004-05-25,05.00.00,0.1,774.0,1.7,560.0,45.0,1386.0,51.0,1107.0,532.0,11.6,40.0,0.5462,5,5
2004-05-25,06.00.00,0.2,798.0,2.6,630.0,40.0,1291.0,45.0,1125.0,536.0,13.4,34.5,0.5272,6,5
2004-05-25,07.00.00,1.1,1002.0,8.8,932.0,101.0,949.0,82.0,1405.0,917.0,15.2,31.0,0.5329,7,5
2004-05-25,08.00.00,3.0,1210.0,22.2,1356.0,183.0,657.0,100.0,1786.0,1481.0,16.3,27.5,0.5066,8,5
2004-05-25,09.00.00,2.1,1058.0,15.3,1158.0,149.0,820.0,91.0,1459.0,1187.0,19.2,20.0,0.439,9,5
2004-05-25,10.00.00,2.6,1106.0,14.0,1118.0,207.0,885.0,130.0,1451.0,1220.0,24.9,13.0,0.4038,10,5
2004-05-25,11.00.00,3.2,1153.0,18.5,1253.0,289.0,815.0,155.0,1541.0,1381.0,28.3,9.9,0.3754,11,5
2004-05-25,12.00.00,2.1,1047.0,13.5,1101.0,159.0,913.0,114.0,1391.0,1103.0,29.2,9.8,0.3914,12,5
2004-05-25,13.00.00,2.2,1091.0,15.8,1172.0,162.0,874.0,127.0,1459.0,1105.0,31.6,9.2,0.419,13,5
2004-05-25,14.00.00,2.4,1162.0,18.5,1253.0,173.0,796.0,138.0,1595.0,1248.0,32.6,9.3,0.4499,14,5
2004-05-25,15.00.00,1.840740740740741,1059.0,12.6,1070.0,118.33333333333333,925.0,97.62962962962963,1401.0,976.0,32.6,9.2,0.4463,15,5
2004-05-25,16.00.00,1.8962962962962961,1083.0,12.0,1051.0,118.74074074074075,939.0,101.81481481481481,1390.0,898.0,32.3,10.0,0.4747,16,5
2004-05-25,17.00.00,2.5076923076923077,1150.0,15.4,1161.0,140.6153846153846,867.0,112.03846153846153,1512.0,1038.0,32.1,10.7,0.4996,17,5
2004-05-25,18.00.00,3.0461538461538464,1321.0,24.9,1426.0,166.42307692307693,720.0,122.76923076923077,1859.0,1395.0,29.7,12.2,0.5007,18,5
2004-05-26,09.00.00,4.0,1303.0,40.2,1776.0,192.30769230769232,946.0,106.96153846153847,1467.0,1608.0,20.4,35.7,0.8440000000000001,9,5
2004-05-26,10.00.00,2.2,1137.0,14.9,1146.0,188.0,1144.0,136.0,1392.0,1327.0,26.1,23.8,0.7938,10,5
2004-05-26,11.00.00,1.8,1139.0,13.8,1109.0,159.0,1118.0,135.0,1436.0,1292.0,28.8,21.1,0.8193,11,5
2004-05-26,12.00.00,1.6,1099.0,12.3,1059.0,146.0,1156.0,115.0,1416.0,1114.0,29.6,19.4,0.7897,12,5
2004-05-26,13.00.00,1.8,1088.0,14.0,1116.0,127.0,1128.0,112.0,1449.0,1060.0,31.6,16.4,0.7489,13,5
2004-05-26,14.00.00,1.6,1027.0,11.8,1041.0,128.0,1237.0,112.0,1345.0,915.0,32.3,13.3,0.6303,14,5
2004-05-26,15.00.00,1.6,1014.0,12.0,1049.0,120.0,1200.0,109.0,1366.0,893.0,31.8,13.5,0.6249,15,5
2004-05-26,16.00.00,1.3,969.0,9.7,968.0,115.0,1276.0,112.0,1325.0,768.0,31.8,13.8,0.6394,16,5
2004-05-26,17.00.00,2.5076923076923077,1120.0,18.0,1238.0,140.6153846153846,1023.0,112.03846153846153,1591.0,1126.0,31.0,15.9,0.7039,17,5
2004-05-26,18.00.00,3.0461538461538464,1131.0,22.6,1368.0,166.42307692307693,933.0,122.76923076923077,1707.0,1284.0,28.6,18.7,0.7216,18,5
2004-05-26,19.00.00,3.1230769230769226,1130.0,22.7,1368.0,166.3846153846154,933.0,121.57692307692308,1709.0,1269.0,26.7,19.5,0.6754,19,5
2004-05-26,20.00.00,2.7423076923076914,1123.0,20.3,1304.0,160.69230769230768,939.0,119.0,1720.0,1290.0,25.0,24.4,0.7616,20,5
2004-05-26,21.00.00,1.880769230769231,1069.0,13.1,1086.0,123.3076923076923,1064.0,104.07692307692308,1536.0,1119.0,22.8,28.4,0.7804,21,5
2004-05-26,22.00.00,1.6576923076923078,1021.0,10.9,1010.0,104.26923076923077,1116.0,93.07692307692308,1480.0,1027.0,21.7,29.2,0.7458,22,5
2004-05-26,23.00.00,1.853846153846154,1101.0,13.3,1093.0,113.34615384615384,1012.0,97.07692307692308,1564.0,1155.0,21.1,30.9,0.7617,23,5
2004-05-27,00.00.00,1.7500000000000002,1026.0,9.5,960.0,101.42307692307692,1072.0,90.26923076923077,1471.0,1078.0,19.9,36.3,0.8349,0,5
2004-05-27,01.00.00,1.2615384615384615,949.0,6.6,841.0,71.38461538461539,1155.0,73.73076923076923,1393.0,954.0,18.6,39.3,0.8355,1,5
2004-05-27,02.00.00,0.7416666666666668,846.0,3.6,687.0,42.73076923076923,1295.0,53.5,1288.0,726.0,18.6,38.8,0.8228,2,5
2004-05-27,03.00.00,0.6363636363636366,811.0,2.3,606.0,112.43561076604547,1417.0,73.55424430641818,1248.0,656.0,19.0,38.9,0.8468,3,5
2004-05-27,04.00.00,0.7208907570814365,803.0,2.0,586.0,31.64,1442.0,42.04,1232.0,573.0,18.0,40.9,0.8394,4,5
2004-05-27,05.00.00,0.5000000000000001,882.0,4.1,715.0,44.72,1246.0,48.36,1367.0,780.0,15.5,48.6,0.8505,5,5
2004-05-27,06.00.00,0.8759999999999998,963.0,6.5,836.0,82.2,1085.0,65.16,1429.0,920.0,16.0,47.9,0.8659,6,5
2004-05-27,07.00.00,2.3600000000000008,1413.0,24.8,1424.0,175.84,739.0,91.44,2102.0,1544.0,17.0,46.0,0.883,7,5
2004-05-27,08.00.00,3.2782608695652162,1485.0,34.4,1650.0,204.30434782608697,632.0,106.73913043478261,2337.0,1789.0,19.0,41.6,0.9039,8,5
2004-05-27,09.00.00,2.7888888888888883,1354.0,24.5,1418.0,192.30769230769232,749.0,106.96153846153847,2043.0,1629.0,21.8,35.0,0.9002,9,5
2004-05-27,10.00.00,2.177777777777778,1074.0,9.0,939.0,164.62962962962962,1071.0,108.18518518518519,1513.0,997.0,25.6,28.0,0.9088,10,5
2004-05-27,11.00.00,1.8185185185185182,1022.0,8.4,914.0,135.14814814814815,1132.0,100.37037037037037,1446.0,847.0,26.4,23.1,0.7853,11,5
2004-05-27,12.00.00,1.8518518518518519,1100.0,11.5,1034.0,120.18518518518519,995.0,95.33333333333333,1586.0,958.0,27.1,24.2,0.856,12,5
2004-05-27,13.00.00,1.9481481481481482,1073.0,12.1,1052.0,118.14814814814815,1009.0,93.55555555555556,1574.0,854.0,27.5,20.9,0.7565,13,5
2004-05-27,14.00.00,1.733333333333333,1049.0,10.1,983.0,114.48148148148148,1071.0,93.0,1515.0,782.0,29.5,19.7,0.8015,14,5
2004-05-27,15.00.00,1.840740740740741,1086.0,11.9,1048.0,118.33333333333333,1016.0,97.62962962962963,1580.0,888.0,30.6,18.6,0.8014,15,5
2004-05-27,16.00.00,1.8962962962962961,1059.0,11.3,1027.0,118.74074074074075,1066.0,101.81481481481481,1521.0,764.0,31.3,15.8,0.7106,16,5
2004-05-27,17.00.00,2.5076923076923077,1244.0,20.2,1301.0,140.6153846153846,842.0,112.03846153846153,1801.0,1170.0,29.4,21.0,0.8452,17,5
2004-05-27,18.00.00,3.0461538461538464,1320.0,24.8,1423.0,166.42307692307693,767.0,122.76923076923077,1986.0,1385.0,27.0,23.5,0.8256,18,5
2004-05-27,19.00.00,3.1230769230769226,1236.0,20.3,1304.0,166.3846153846154,822.0,121.57692307692308,1868.0,1237.0,25.8,26.7,0.8758,19,5
2004-05-27,20.00.00,2.7423076923076914,1136.0,16.2,1187.0,160.69230769230768,904.0,119.0,1735.0,1127.0,23.7,28.4,0.8225,20,5
2004-05-27,21.00.00,1.880769230769231,1110.0,13.3,1093.0,123.3076923076923,961.0,104.07692307692308,1661.0,1091.0,21.3,33.0,0.8284,21,5
2004-05-27,22.00.00,1.6576923076923078,1026.0,10.3,990.0,104.26923076923077,1032.0,93.07692307692308,1553.0,972.0,20.5,35.3,0.8435,22,5
2004-05-27,23.00.00,1.853846153846154,1038.0,9.6,961.0,113.34615384615384,1026.0,97.07692307692308,1530.0,949.0,19.4,38.1,0.8511,23,5
2004-05-28,00.00.00,1.7500000000000002,975.0,7.8,892.0,101.42307692307692,1015.0,90.26923076923077,1480.0,890.0,19.4,40.7,0.9045,0,5
2004-05-28,01.00.00,1.2615384615384615,908.0,6.1,814.0,71.38461538461539,1089.0,73.73076923076923,1403.0,763.0,17.8,44.9,0.903,1,5
2004-05-28,02.00.00,0.7416666666666668,896.0,6.2,820.0,42.73076923076923,1074.0,53.5,1439.0,833.0,16.6,49.7,0.9295,2,5
2004-05-28,03.00.00,0.6363636363636366,810.0,3.8,697.0,112.43561076604547,1221.0,73.55424430641818,1321.0,675.0,16.5,48.6,0.9028,3,5
2004-05-28,04.00.00,0.7208907570814365,789.0,2.8,638.0,31.64,1305.0,42.04,1309.0,672.0,15.2,53.6,0.919,4,5
2004-05-28,05.00.00,0.5000000000000001,814.0,3.4,678.0,44.72,1276.0,48.36,1339.0,626.0,15.5,51.7,0.9019,5,5
2004-05-28,06.00.00,0.8759999999999998,958.0,8.2,907.0,82.2,992.0,65.16,1536.0,882.0,14.9,54.8,0.9247,6,5
2004-05-28,07.00.00,2.3600000000000008,1213.0,19.2,1274.0,175.84,762.0,91.44,1914.0,1264.0,16.3,51.3,0.9416,7,5
2004-05-28,08.00.00,3.2782608695652162,1221.0,22.6,1367.0,204.30434782608697,722.0,106.73913043478261,2008.0,1330.0,18.4,45.7,0.9559,8,5
2004-05-28,09.00.00,2.7888888888888883,1245.0,19.4,1281.0,192.30769230769232,774.0,106.96153846153847,1952.0,1324.0,20.8,43.6,1.0614,9,5
2004-05-28,10.00.00,2.177777777777778,1050.0,9.6,963.0,164.62962962962962,998.0,108.18518518518519,1609.0,901.0,24.3,35.1,1.0477,10,5
2004-05-28,11.00.00,1.8185185185185182,1048.0,9.8,969.0,135.14814814814815,1012.0,100.37037037037037,1600.0,852.0,26.4,29.3,0.9889,11,5
2004-05-28,12.00.00,1.8518518518518519,1141.0,14.4,1128.0,120.18518518518519,902.0,95.33333333333333,1738.0,1009.0,28.3,25.0,0.9495,12,5
2004-05-28,13.00.00,1.9481481481481482,1052.0,12.1,1053.0,118.14814814814815,949.0,93.55555555555556,1641.0,831.0,28.9,23.7,0.9285,13,5
2004-05-28,14.00.00,1.733333333333333,1152.0,13.5,1099.0,114.48148148148148,908.0,93.0,1706.0,954.0,28.5,25.8,0.9931,14,5
2004-05-28,15.00.00,1.7,1026.0,12.3,1061.0,133.0,982.0,115.0,1564.0,814.0,29.6,18.9,0.7692,15,5
2004-05-28,16.00.00,1.7,1039.0,12.2,1055.0,131.0,966.0,117.0,1590.0,845.0,28.0,23.2,0.8613,16,5
2004-05-28,17.00.00,2.1,1148.0,12.5,1067.0,133.0,887.0,105.0,1790.0,956.0,23.6,41.0,1.1786,17,5
2004-05-28,18.00.00,2.2,1176.0,13.9,1114.0,141.0,843.0,114.0,1805.0,1102.0,21.5,48.1,1.2148,18,5
2004-05-28,19.00.00,1.8,1100.0,11.4,1028.0,112.0,900.0,103.0,1710.0,994.0,22.1,44.1,1.1573,19,5
2004-05-28,20.00.00,1.8,1081.0,10.4,992.0,147.0,959.0,119.0,1680.0,935.0,20.2,47.2,1.1043,20,5
2004-05-28,21.00.00,0.9,976.0,7.0,858.0,104.0,1070.0,102.0,1547.0,839.0,20.0,47.6,1.103,21,5
2004-05-28,22.00.00,1.0,979.0,7.0,857.0,97.0,1082.0,96.0,1546.0,797.0,19.8,46.8,1.0697,22,5
2004-05-28,23.00.00,2.0,1092.0,11.3,1024.0,128.0,937.0,109.0,1706.0,968.0,19.6,47.0,1.0606,23,5
2004-05-29,00.00.00,1.8,1044.0,9.2,946.0,138.0,1009.0,119.0,1594.0,886.0,19.3,46.3,1.0279,0,5
2004-05-29,01.00.00,1.1,940.0,6.8,849.0,93.0,1091.0,103.0,1509.0,764.0,18.5,48.7,1.0286,1,5
2004-05-29,02.00.00,0.6,892.0,5.1,767.0,71.0,1180.0,84.0,1466.0,657.0,18.0,51.4,1.0504,2,5
2004-05-29,03.00.00,0.3,838.0,3.4,675.0,112.43561076604547,1302.0,73.55424430641818,1390.0,540.0,17.9,50.8,1.0355,3,5
2004-05-29,04.00.00,0.7208907570814365,853.0,4.3,727.0,44.0,1179.0,59.0,1417.0,621.0,17.7,51.9,1.0379,4,5
2004-05-29,05.00.00,0.5000000000000001,738.0,1.5,545.0,18.0,1562.0,29.0,1266.0,450.0,17.7,49.7,0.997,5,5
